age;workclass;education;education.num;marital.status;occupation;relationship;race;sex;capital.gain;capital.loss;hours.per.week;native.country;renda.anual
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;9th;(<8.5); Married-civ-spouse; Machine-op-inspct; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Never-married; Handlers-cleaners; Unmarried; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Federal-gov; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; Black; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Other-relative; Other; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Divorced; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Self-emp-not-inc; Assoc-voc;(10.5-12.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Never-married; Other-service; Own-child; White; Female;(<57);(2176.5-2218.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Priv-house-serv; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Bachelors;(12.5-13.5); Never-married; Sales; Other-relative; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Transport-moving; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Assoc-voc;(10.5-12.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); Mexico;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Sales; Husband; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Preschool;(<8.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Married-civ-spouse; Sales; Husband; Black; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private;5th-6th;(<8.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); Mexico;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Handlers-cleaners; Husband; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; White; Female;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Self-emp-not-inc;10th;(<8.5); Never-married; Machine-op-inspct; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Not-in-family; Black; Female;(<57);(1568.5-1820.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); Nicaragua;<=50K
(<21.5); Federal-gov; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Other-relative; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Machine-op-inspct; Other-relative; Asian-Pac-Islander; Male;(<57);(<1551.5);(39.5-41.5); Vietnam;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Divorced; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Transport-moving; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Federal-gov; Some-college;(9.5-10.5); Never-married; Adm-clerical; Other-relative; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Transport-moving; Other-relative; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(57-3048);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Protective-serv; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); Germany;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Married-spouse-absent; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;5th-6th;(<8.5); Never-married; Other-service; Other-relative; White; Male;(<57);(<1551.5);(39.5-41.5); Mexico;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Unmarried; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Craft-repair; Not-in-family; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Unmarried; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Separated; Sales; Unmarried; Black; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Other-relative; Black; Female;(57-3048);(<1551.5);(<34.5); United-States;<=50K
(<21.5); State-gov; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Married-civ-spouse; Sales; Other-relative; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Prof-specialty; Not-in-family; White; Female;(<57);(<1551.5);(34.5-39.5); Italy;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Other-relative; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); Mexico;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Tech-support; Other-relative; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Farming-fishing; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Machine-op-inspct; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Local-gov; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Unmarried; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Separated; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Tech-support; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(1978.5-2161.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; White; Female;(57-3048);(<1551.5);(<34.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Farming-fishing; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Sales; Other-relative; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Local-gov; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Farming-fishing; Own-child; Asian-Pac-Islander; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Handlers-cleaners; Husband; Other; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Separated; Other-service; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Not-in-family; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Not-in-family; Other; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;10th;(<8.5); Separated; Sales; Not-in-family; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Married-civ-spouse; Other-service; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; Black; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private;12th;(<8.5); Never-married; Sales; Not-in-family; White; Female;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Tech-support; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Machine-op-inspct; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Federal-gov; Some-college;(9.5-10.5); Never-married; Tech-support; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; Asian-Pac-Islander; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Transport-moving; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Exec-managerial; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Not-in-family; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Married-civ-spouse; Tech-support; Other-relative; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; Black; Female;(<57);(<1551.5);(39.5-41.5); Haiti;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; Black; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Separated; Craft-repair; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(<34.5); England;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Local-gov; Assoc-voc;(10.5-12.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Assoc-voc;(10.5-12.5); Never-married; Machine-op-inspct; Unmarried; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; Asian-Pac-Islander; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(57-3048);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Craft-repair; Not-in-family; White; Male;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; Black; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Protective-serv; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(41.5-49.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Prof-specialty; Other-relative; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Federal-gov; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Prof-specialty; Not-in-family; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Farming-fishing; Not-in-family; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Never-married; Transport-moving; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Adm-clerical; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private;11th;(<8.5); Married-civ-spouse; Other-service; Husband; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Adm-clerical; Not-in-family; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Assoc-acdm;(10.5-12.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Exec-managerial; Unmarried; White; Female;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(34.5-39.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Other-relative; Other; Male;(<57);(<1551.5);(39.5-41.5); Mexico;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Craft-repair; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); State-gov; Some-college;(9.5-10.5); Never-married; Exec-managerial; Own-child; White; Male;(<57);(<1551.5);(49.5>); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Handlers-cleaners; Own-child; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Separated; Sales; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; Black; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; HS-grad;(8.5-9.5); Never-married; Other-service; Not-in-family; White; Male;(<57);(<1551.5);(39.5-41.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Divorced; Other-service; Own-child; White; Female;(<57);(<1551.5);(<34.5); United-States;<=50K
(<21.5); Private; Some-college;(9.5-10.5); Never-married; Sales; Not-in-family; White; Male;(<57);(<1551.5);(<34.5); United-States;<=50K
